,method,Output,nCell,Batch_ASW_batch-RNA,Batch_ASW_site-RNA,graph_connectivity_batch-RNA,graph_connectivity_label-RNA,graph_connectivity_label.l1-RNA,graph_connectivity_cluster-RNA,graph_iLISI-RNA,ARI-RNA,ARI.l1-RNA,AMI-RNA,AMI.l1-RNA,graph_cLISI-RNA,graph_cLISI.l1-RNA,isolated_labels_ASW-RNA,isolated_labels_ASW.l1-RNA,Batch_ASW_batch-ATAC,Batch_ASW_site-ATAC,graph_connectivity_batch-ATAC,graph_connectivity_label-ATAC,graph_connectivity_label.l1-ATAC,graph_connectivity_cluster-ATAC,graph_iLISI-ATAC,ARI-ATAC,ARI.l1-ATAC,AMI-ATAC,AMI.l1-ATAC,graph_cLISI-ATAC,graph_cLISI.l1-ATAC,isolated_labels_ASW-ATAC,isolated_labels_ASW.l1-ATAC,FOSCTTM,nearest_cell_barcode,nearest_cell_barcode-RNA,nearest_cell_barcode-ATAC,nearest_cell_celltype,nearest_cell_celltype-RNA,nearest_cell_celltype-ATAC,nearest_cell_celltype.l1,nearest_cell_celltype.l1-RNA,nearest_cell_celltype.l1-ATAC
34,MultiMAP-louvain,Embedding,6924.0,0.6695646374896392,0.8076098457348262,0.2444258793440816,0.745234909850724,0.8348220633739152,1.0,0.3030313737950288,0.2739850936580202,0.2533281695927436,0.5956562365098048,0.5734048701939127,0.9685227777931767,0.977654031518179,0.4666737600323645,0.5155824090108627,0.6936614742198228,0.8678123983443262,0.1177365871877511,0.6884794374382756,0.7764253864699366,1.0,0.405248915059323,0.2357630833790511,0.2401688017790345,0.531209277679764,0.5308379477319607,0.9590069888620696,0.9676980126317992,0.4705488848886282,0.6042884345200266,0.1486439718044654,0.0025996533795493,0.0021663778162911,0.0030329289428076,0.5979924898902369,0.6191507798960139,0.5768341998844598,0.7720248411322934,0.8035817446562681,0.7404679376083189
35,pamona-louvain,Embedding,6924.0,0.6540308399910874,0.8624657948742092,0.161283920206121,0.3574647269921935,0.6370752066557185,1.0,0.407174125713523,0.095926841942669,0.0955899966529381,0.3105129554465646,0.3076372239359621,0.8794479885017927,0.8224499079379819,0.4994961542192053,0.4641325043346448,0.632022223232758,0.8595088383815352,0.0983777225227752,0.1201704844585639,0.2093918113773683,1.0,0.5144391280953938,0.0139813630821724,0.0130320246346699,0.056428464462408,0.0473921623258212,0.7305075004938973,0.5208692049293753,0.4896637295501376,0.485571577800443,0.5096601865562929,0.0,0.0,0.0,0.0691796649335644,0.0557481224725592,0.0826112073945696,0.1051415366839976,0.0879549393414211,0.1223281340265742
36,SCALEX-louvain,Embedding,6924.0,0.8734137445137301,0.900982076899497,0.6161034271703094,0.9333700537673082,0.9357424071157112,1.0,0.3141104289401259,0.579652838768773,0.5579813312437036,0.6930777746122692,0.669708981055398,0.9712622507046228,0.9685363539318136,0.5805842740337611,0.5099823085095992,0.8893449709605955,0.9429674196819536,0.5357498853234721,0.8837222734120186,0.9458303030887004,1.0,0.4239004707038564,0.4737154598604076,0.5294908865880561,0.5961563280987325,0.6143744393222585,0.951023454119605,0.9446851405940976,0.5120452600996832,0.5265598175837911,0.1355417141826368,0.0030329289428076,0.0034662045060658,0.0025996533795493,0.5761120739456961,0.6155401502021952,0.536683997689197,0.7564269208549972,0.7780184864240324,0.7348353552859619
37,SeuratV3_CCA-louvain,Embedding,6924.0,0.910936538882018,0.8864178689492513,0.826044708660077,0.952005726846015,0.963637486354544,1.0,0.1748842335227494,0.4059898783448238,0.3786279669448231,0.6530552314243946,0.6144595582524791,0.97200731423391,0.9727892561251242,0.6092809600678762,0.5419183893890254,0.7509053645865803,0.8510257217702273,0.2635461438699822,0.8648762862031173,0.9017002928139144,1.0,0.3377807019042912,0.3886407480794018,0.3381045450509254,0.6640683292026733,0.6287694719741221,0.9797640766183716,0.9854772845297604,0.3342692843902644,0.5292189118097576,0.0817725234042226,0.0041883304448295,0.0046216060080878,0.0037550548815713,0.6852975158867707,0.6494800693240901,0.7211149624494512,0.8250288850375505,0.7824956672443674,0.8675621028307337
38,SeuratV4_RPCA-louvain,Embedding,6924.0,0.9177060322448704,0.8845444899661382,0.7692122713250398,0.9603721453916904,0.9840222768806952,1.0,0.183043454054823,0.4855757248684857,0.4367251301114368,0.6664380178907097,0.6257600132548325,0.9686085276506174,0.9765713262087216,0.5938097854545213,0.5308506376902843,0.7592506044833844,0.8605703926637062,0.2754557768783905,0.8171666394374069,0.8957788068814629,1.0,0.3205935199903165,0.3085150138000709,0.2859591964789036,0.5931120972614046,0.5732302066518259,0.9720534116611208,0.980789216044344,0.4284279459203139,0.4649459713607441,0.1089543908427589,0.0054159445407279,0.0070768341998844,0.0037550548815713,0.6314269208549972,0.6441363373772386,0.6187175043327556,0.7903668399768919,0.7690641247833622,0.8116695551704217
39,SIMBA-louvain,Embedding,6924.0,0.9341578460907802,0.9196652421401637,0.7086872930869725,0.9681540009384848,0.9635532573508412,1.0,0.2549898084657552,0.6317287293518222,0.5489057429554964,0.7417041770838027,0.6869575478596393,0.9798592229200048,0.9814434697055348,0.5715937772004265,0.5115287969630107,0.895439632140567,0.9455899041053848,0.6471503121227834,0.9313330162692526,0.960127394597144,1.0,0.3631460115030933,0.5170686797783756,0.5828095138324795,0.6602629548138619,0.674918886898614,0.9639126576421924,0.9696664325689128,0.5248465598514287,0.5655575703283293,0.1076972617785373,0.0035384170999422,0.0025996533795493,0.004477180820335,0.5830444829578278,0.5612362796071635,0.6048526863084922,0.7518775274407856,0.752310803004044,0.7514442518775274
40,unionCom-louvain,Embedding,6924.0,0.767359445564582,0.836591281278999,0.3777246193965667,0.8928982078258438,0.926552768318784,1.0,0.3043460730361031,0.3953483096322556,0.3376549919111719,0.6766760580538614,0.6315118761859112,0.9822067079906096,0.9892769050229652,0.3664243569867795,0.5106669423983111,0.8013672559748131,0.8513388857514075,0.3909959167742771,0.8716184565687637,0.9551879856827804,1.0,0.3226109791381688,0.4144100772806511,0.4142629648074798,0.6347741170105384,0.63887951409502,0.9646366428651012,0.9779830717357478,0.276024237866458,0.569566501706531,0.0449155450561531,0.005054881571346,0.005632582322357,0.004477180820335,0.6563402657423454,0.6796649335644136,0.6330155979202773,0.812680531484691,0.8212016175621029,0.804159445407279
41,uniPort-louvain,Embedding,6924.0,0.8980689549897181,0.9358847068990074,0.5612488266682749,0.8748672470117451,0.91936189211248,1.0,0.4203664711977067,0.5203429897695566,0.5190922442556647,0.6506918918258607,0.643227215117985,0.96687308520076,0.9684644631366466,0.505676978384988,0.4826613277584329,0.8990558686322382,0.9152572475630948,0.7869099880402977,0.9673568219886968,0.9644755580285448,1.0,0.2875789100911581,0.6069337941957483,0.5519216192314148,0.7362173224240242,0.6888602032540792,0.9776289416390592,0.981012303497122,0.5754166654076627,0.5078010252070868,0.0796742698893758,0.0079433853264009,0.0077989601386481,0.0080878105141536,0.6884748700173311,0.67157712305026,0.7053726169844021,0.81946851530907,0.8061813980358175,0.8327556325823223
42,bindSC-louvain,Embedding,6924.0,0.8462098160080612,0.912139030059231,0.4073054624808607,0.7714112531948274,0.8544547484342965,1.0,0.425867514174139,0.362066207309505,0.4301477160157215,0.5565149253826351,0.5674773024588127,0.9440662282956288,0.933293834398696,0.3480965178585018,0.4202319769035513,0.7528944362110994,0.8866975119861306,0.248605223686233,0.8220291414508683,0.8908373021062747,1.0,0.410935760196554,0.3307752434101316,0.3271859994997856,0.5831406863656887,0.5859224482811626,0.9630325636492744,0.9771955445191388,0.5623980639771113,0.5834838598813767,0.1218321574069346,0.0025996533795493,0.0028885037550548,0.0023108030040439,0.4617995378393992,0.4454072790294627,0.4781917966493356,0.6414644714038128,0.6409589832466782,0.6419699595609474
43,scglue-louvain,Embedding,6924.0,0.8902523547982403,0.9085461545871284,0.6425777145471678,0.9674798554240356,0.9723981226882332,1.0,0.2880245452608869,0.6663268969306412,0.5912053620892688,0.7653185634724535,0.7131916909976841,0.9816767778581232,0.9862601706064852,0.5284214421868472,0.5025925577822552,0.8728775820859381,0.914112765333773,0.5832476594186544,0.9400153773524595,0.9516768508351352,1.0,0.3438653078672166,0.6134015353737678,0.6507689014624491,0.7254248167484098,0.7268102077834099,0.9770748036682771,0.9838827901005374,0.4415431818126649,0.5006073580805618,0.0391945846979052,0.0139370306181398,0.0145869439630271,0.0132871172732524,0.7448729058347776,0.7436452917388793,0.7461005199306759,0.8642403235124205,0.8604852686308492,0.8679953783939919
44,LIGER_INMF-louvain,Embedding,6924.0,0.816061673447666,0.8711313515446819,0.523751827344373,0.9463997602924028,0.9698401101446696,1.0,0.3273436528309508,0.5117499041594828,0.4873443249699338,0.7131180522750962,0.6742122105655619,0.9819826035256995,0.9846005784182972,0.5763609041450437,0.5297288218360762,0.8814557907227971,0.8797904605595381,0.5030876401188483,0.8687038761387279,0.9128799632254982,1.0,0.3922825772420815,0.4796373004892371,0.5776693557970578,0.6266868812282617,0.6561735958404845,0.9531456587652704,0.9548400638974016,0.42827069081999,0.4782819865015401,0.330203004995059,0.0012276140958983,0.0017331022530329,0.0007221259387637,0.3373772385904101,0.4191218948584633,0.255632582322357,0.5252744078567302,0.6045638359329867,0.4459849797804737
45,LIGER_OINMF-louvain,Embedding,6924.0,0.8368783819792271,0.8826014318843063,0.6408265360018882,0.9228010321043766,0.9363007899780448,1.0,0.3546131124893741,0.444539060227877,0.4454580554987311,0.6374431131253884,0.6268108395712659,0.9585628028539984,0.9526355494982064,0.5408498922325842,0.51345707573167,0.8741074229100116,0.903372906222432,0.5573323444702143,0.8383827727962934,0.8747102634706986,1.0,0.4256767437709249,0.4528120291538892,0.5594604842742386,0.5721539122105501,0.6078542753558047,0.9414776596049996,0.9175916038916564,0.4866383317021396,0.4829648097418715,0.2604703985100594,0.0007221259387637,0.0005777007510109,0.0008665511265164,0.3859763142692085,0.4013575967648758,0.3705950317735413,0.5734402079722704,0.6305603697284806,0.5163200462160601
46,LIGER_UINMF-louvain,Embedding,6924.0,0.8193328685981575,0.8777599050910551,0.5668086972290196,0.9423039484951858,0.9659389142370296,1.0,0.3454622997331471,0.4554569692023732,0.4317865371617883,0.679424620846836,0.642554470949641,0.9816857407040096,0.9843326125565424,0.493751646669978,0.4968813427283526,0.8091414581342555,0.8660433195690388,0.4399929540764163,0.877235453842394,0.9324233262542524,1.0,0.3724693216394708,0.4180358476406173,0.5102311053332059,0.5997598390664814,0.6376294898322068,0.9558909059069453,0.9623334690310944,0.4484678458318035,0.5748851113989188,0.4452832953038702,0.0005777007510109,0.0004332755632582,0.0007221259387637,0.1422588099364529,0.1634893125361063,0.1210283073367995,0.2861785095320623,0.2999711149624494,0.2723859041016753
47,MaxFuse-louvain,Embedding,6924.0,0.8776771554588788,0.9188579438402116,0.5752021104696904,0.951755457538206,0.954331309440873,1.0,0.3692688308861496,0.6451194433016116,0.5762382078894274,0.7459242505193597,0.6985460721752849,0.9744516533045936,0.9756658607028392,0.5834100086856906,0.5364540066001348,0.8103774356382756,0.8692444080124668,0.6410684566776805,0.9465579194174611,0.9596711252349278,1.0,0.3424594862974567,0.525110970060738,0.465267861205751,0.6985628472883868,0.6546273760588623,0.9788352571878892,0.9823496213768244,0.5090221523080957,0.633075593232275,0.145399327717855,0.0062824956672443,0.0066435586366262,0.0059214326978625,0.689630271519353,0.7107163489312536,0.6685441941074524,0.8179520508376661,0.8344887348353552,0.8014153668399769
48,MultiMAP-louvain,Embedding,6924.0,0.6695646374896392,0.8076098457348262,0.2444258793440816,0.745234909850724,0.8348220633739152,1.0,0.3030313737950288,0.2739850936580202,0.2533281695927436,0.5956562365098048,0.5734048701939127,0.9685227777931767,0.977654031518179,0.4666737600323645,0.5155824090108627,0.6936614742198228,0.8678123983443262,0.1177365871877511,0.6884794374382756,0.7764253864699366,1.0,0.405248915059323,0.2357630833790511,0.2401688017790345,0.531209277679764,0.5308379477319607,0.9590069888620696,0.9676980126317992,0.4705488848886282,0.6042884345200266,0.1486439718044654,0.0025996533795493,0.0021663778162911,0.0030329289428076,0.5979924898902369,0.6191507798960139,0.5768341998844598,0.7720248411322934,0.8035817446562681,0.7404679376083189
49,pamona-louvain,Embedding,6924.0,0.6540308399910874,0.8624657948742092,0.161283920206121,0.3574647269921935,0.6370752066557185,1.0,0.407174125713523,0.095926841942669,0.0955899966529381,0.3105129554465646,0.3076372239359621,0.8794479885017927,0.8224499079379819,0.4994961542192053,0.4641325043346448,0.632022223232758,0.8595088383815352,0.0983777225227752,0.1201704844585639,0.2093918113773683,1.0,0.5144391280953938,0.0139813630821724,0.0130320246346699,0.056428464462408,0.0473921623258212,0.7305075004938973,0.5208692049293753,0.4896637295501376,0.485571577800443,0.5096601865562929,0.0,0.0,0.0,0.0691796649335644,0.0557481224725592,0.0826112073945696,0.1051415366839976,0.0879549393414211,0.1223281340265742
50,SCALEX-louvain,Embedding,6924.0,0.8734137445137301,0.900982076899497,0.6161034271703094,0.9333700537673082,0.9357424071157112,1.0,0.3141104289401259,0.579652838768773,0.5579813312437036,0.6930777746122692,0.669708981055398,0.9712622507046228,0.9685363539318136,0.5805842740337611,0.5099823085095992,0.8893449709605955,0.9429674196819536,0.5357498853234721,0.8837222734120186,0.9458303030887004,1.0,0.4239004707038564,0.4737154598604076,0.5294908865880561,0.5961563280987325,0.6143744393222585,0.951023454119605,0.9446851405940976,0.5120452600996832,0.5265598175837911,0.1355417141826368,0.0030329289428076,0.0034662045060658,0.0025996533795493,0.5761120739456961,0.6155401502021952,0.536683997689197,0.7564269208549972,0.7780184864240324,0.7348353552859619
51,SeuratV3_CCA-louvain,Embedding,6924.0,0.910936538882018,0.8864178689492513,0.826044708660077,0.952005726846015,0.963637486354544,1.0,0.1748842335227494,0.4059898783448238,0.3786279669448231,0.6530552314243946,0.6144595582524791,0.97200731423391,0.9727892561251242,0.6092809600678762,0.5419183893890254,0.7509053645865803,0.8510257217702273,0.2635461438699822,0.8648762862031173,0.9017002928139144,1.0,0.3377807019042912,0.3886407480794018,0.3381045450509254,0.6640683292026733,0.6287694719741221,0.9797640766183716,0.9854772845297604,0.3342692843902644,0.5292189118097576,0.0817725234042226,0.0041883304448295,0.0046216060080878,0.0037550548815713,0.6852975158867707,0.6494800693240901,0.7211149624494512,0.8250288850375505,0.7824956672443674,0.8675621028307337
52,SeuratV4_RPCA-louvain,Embedding,6924.0,0.9177060322448704,0.8845444899661382,0.7692122713250398,0.9603721453916904,0.9840222768806952,1.0,0.183043454054823,0.4855757248684857,0.4367251301114368,0.6664380178907097,0.6257600132548325,0.9686085276506174,0.9765713262087216,0.5938097854545213,0.5308506376902843,0.7592506044833844,0.8605703926637062,0.2754557768783905,0.8171666394374069,0.8957788068814629,1.0,0.3205935199903165,0.3085150138000709,0.2859591964789036,0.5931120972614046,0.5732302066518259,0.9720534116611208,0.980789216044344,0.4284279459203139,0.4649459713607441,0.1089543908427589,0.0054159445407279,0.0070768341998844,0.0037550548815713,0.6314269208549972,0.6441363373772386,0.6187175043327556,0.7903668399768919,0.7690641247833622,0.8116695551704217
53,SIMBA-louvain,Embedding,6924.0,0.9343312364109172,0.918290317554504,0.7039409855550043,0.964795788468944,0.9728635798658656,1.0,0.2429244308773635,0.6386647723227509,0.5781975841309857,0.7522579330057159,0.702491705822116,0.9795729489067508,0.9804553198107158,0.5740178826908368,0.508951463349097,0.8785794775209442,0.9418165962564914,0.6462572150867397,0.9426283506178612,0.9626226828359672,1.0,0.3567922477825767,0.5061923091373575,0.5840766968946034,0.6602268295394313,0.6771055350432997,0.9665159910411304,0.9738236194547538,0.521825566354613,0.5642958302840861,0.1097260456099915,0.0032495667244367,0.0025996533795493,0.003899480069324,0.5734402079722705,0.5569035239745812,0.5899768919699596,0.7502888503755055,0.7536106296938186,0.7469670710571924
54,unionCom-louvain,Embedding,6924.0,0.767359445564582,0.836591281278999,0.3777246193965667,0.8928982078258438,0.926552768318784,1.0,0.3043460730361031,0.3953483096322556,0.3376549919111719,0.6766760580538614,0.6315118761859112,0.9822067079906096,0.9892769050229652,0.3664243569867795,0.5106669423983111,0.8013672559748131,0.8513388857514075,0.3909959167742771,0.8716184565687637,0.9551879856827804,1.0,0.3226109791381688,0.4144100772806511,0.4142629648074798,0.6347741170105384,0.63887951409502,0.9646366428651012,0.9779830717357478,0.276024237866458,0.569566501706531,0.0449155450561531,0.005054881571346,0.005632582322357,0.004477180820335,0.6563402657423454,0.6796649335644136,0.6330155979202773,0.812680531484691,0.8212016175621029,0.804159445407279
55,uniPort-louvain,Embedding,6924.0,0.8980689549897181,0.9358847068990074,0.5612488266682749,0.8748672470117451,0.91936189211248,1.0,0.4203664711977067,0.5203429897695566,0.5190922442556647,0.6506918918258607,0.643227215117985,0.96687308520076,0.9684644631366466,0.505676978384988,0.4826613277584329,0.8990558686322382,0.9152572475630948,0.7869099880402977,0.9673568219886968,0.9644755580285448,1.0,0.2875789100911581,0.6069337941957483,0.5519216192314148,0.7362173224240242,0.6888602032540792,0.9776289416390592,0.981012303497122,0.5754166654076627,0.5078010252070868,0.0796742698893758,0.0079433853264009,0.0077989601386481,0.0080878105141536,0.6884748700173311,0.67157712305026,0.7053726169844021,0.81946851530907,0.8061813980358175,0.8327556325823223
56,bindSC-louvain,Embedding,6924.0,0.8462098160080612,0.912139030059231,0.4073054624808607,0.7714112531948274,0.8544547484342965,1.0,0.425867514174139,0.362066207309505,0.4301477160157215,0.5565149253826351,0.5674773024588127,0.9440662282956288,0.933293834398696,0.3480965178585018,0.4202319769035513,0.7528944362110994,0.8866975119861306,0.248605223686233,0.8220291414508683,0.8908373021062747,1.0,0.410935760196554,0.3307752434101316,0.3271859994997856,0.5831406863656887,0.5859224482811626,0.9630325636492744,0.9771955445191388,0.5623980639771113,0.5834838598813767,0.1218321574069346,0.0025996533795493,0.0028885037550548,0.0023108030040439,0.4617995378393992,0.4454072790294627,0.4781917966493356,0.6414644714038128,0.6409589832466782,0.6419699595609474
57,scglue-louvain,Embedding,6924.0,0.8891787416635445,0.9116899364609136,0.6188462405129159,0.9676314215806524,0.9651254514694388,1.0,0.3149016891419797,0.6609985958363681,0.5894343312274698,0.7641048503430896,0.7153950612221962,0.9796276266712984,0.9810955445466868,0.5165938429403322,0.4946046634966912,0.88556735015479,0.9229934021658998,0.546836277507134,0.9298917491116384,0.9499798376303668,1.0,0.3499440535275811,0.6304769025137694,0.6226338625111834,0.7389535125617379,0.7264663598271903,0.9811845208139306,0.9853801483922596,0.428308499999931,0.4874689224543636,0.0389263426536388,0.0153090699017908,0.016897746967071,0.0137203928365106,0.7518775274407856,0.7497111496244945,0.7540439052570769,0.8636626227614096,0.8568746389370306,0.8704506065857885
58,LIGER_INMF-louvain,Embedding,6924.0,0.816061673447666,0.8711313515446819,0.523751827344373,0.9463997602924028,0.9698401101446696,1.0,0.3273436528309508,0.5117499041594828,0.4873443249699338,0.7131180522750962,0.6742122105655619,0.9819826035256995,0.9846005784182972,0.5763609041450437,0.5297288218360762,0.8814557907227971,0.8797904605595381,0.5030876401188483,0.8687038761387279,0.9128799632254982,1.0,0.3922825772420815,0.4796373004892371,0.5776693557970578,0.6266868812282617,0.6561735958404845,0.9531456587652704,0.9548400638974016,0.42827069081999,0.4782819865015401,0.330203004995059,0.0012276140958983,0.0017331022530329,0.0007221259387637,0.3373772385904101,0.4191218948584633,0.255632582322357,0.5252744078567302,0.6045638359329867,0.4459849797804737
59,LIGER_OINMF-louvain,Embedding,6924.0,0.8368783819792271,0.8826014318843063,0.6408265360018882,0.9228010321043766,0.9363007899780448,1.0,0.3546131124893741,0.444539060227877,0.4454580554987311,0.6374431131253884,0.6268108395712659,0.9585628028539984,0.9526355494982064,0.5408498922325842,0.51345707573167,0.8741074229100116,0.903372906222432,0.5573323444702143,0.8383827727962934,0.8747102634706986,1.0,0.4256767437709249,0.4528120291538892,0.5594604842742386,0.5721539122105501,0.6078542753558047,0.9414776596049996,0.9175916038916564,0.4866383317021396,0.4829648097418715,0.2604703985100594,0.0007221259387637,0.0005777007510109,0.0008665511265164,0.3859763142692085,0.4013575967648758,0.3705950317735413,0.5734402079722704,0.6305603697284806,0.5163200462160601
60,LIGER_UINMF-louvain,Embedding,6924.0,0.8193328685981575,0.8777599050910551,0.5668086972290196,0.9423039484951858,0.9659389142370296,1.0,0.3454622997331471,0.4554569692023732,0.4317865371617883,0.679424620846836,0.642554470949641,0.9816857407040096,0.9843326125565424,0.493751646669978,0.4968813427283526,0.8091414581342555,0.8660433195690388,0.4399929540764163,0.877235453842394,0.9324233262542524,1.0,0.3724693216394708,0.4180358476406173,0.5102311053332059,0.5997598390664814,0.6376294898322068,0.9558909059069453,0.9623334690310944,0.4484678458318035,0.5748851113989188,0.4452832953038702,0.0005777007510109,0.0004332755632582,0.0007221259387637,0.1422588099364529,0.1634893125361063,0.1210283073367995,0.2861785095320623,0.2999711149624494,0.2723859041016753
61,MaxFuse-louvain,Embedding,6924.0,0.8835162251319667,0.9250876510317214,0.5881686217418506,0.9520438375165728,0.9567732427454604,1.0,0.3723640835808665,0.6161318348689514,0.5507662311648167,0.7347004159008886,0.693122865648505,0.9760080480352048,0.9781322267496828,0.5705277534356981,0.5460253216609884,0.8147740299248556,0.8643667368979814,0.6221987323049551,0.9582001736342272,0.9647280827805498,1.0,0.3446429573834069,0.5264757270953137,0.4695506804543258,0.695516046608588,0.6625060587140533,0.9801812792250808,0.985416931257897,0.5125455777165895,0.6328443968310705,0.1380747659410865,0.0072212593876372,0.0079433853264009,0.0064991334488734,0.6957683419988445,0.7173599075678798,0.6741767764298093,0.8161467359907568,0.8419988445984979,0.7902946273830156
62,MultiMAP-louvain,Embedding,6924.0,0.6695646374896392,0.8076098457348262,0.2444258793440816,0.745234909850724,0.8348220633739152,1.0,0.3030313737950288,0.2739850936580202,0.2533281695927436,0.5956562365098048,0.5734048701939127,0.9685227777931767,0.977654031518179,0.4666737600323645,0.5155824090108627,0.6936614742198228,0.8678123983443262,0.1177365871877511,0.6884794374382756,0.7764253864699366,1.0,0.405248915059323,0.2357630833790511,0.2401688017790345,0.531209277679764,0.5308379477319607,0.9590069888620696,0.9676980126317992,0.4705488848886282,0.6042884345200266,0.1486439718044654,0.0025996533795493,0.0021663778162911,0.0030329289428076,0.5979924898902369,0.6191507798960139,0.5768341998844598,0.7720248411322934,0.8035817446562681,0.7404679376083189
63,pamona-louvain,Embedding,6924.0,0.6540308399910874,0.8624657948742092,0.161283920206121,0.3574647269921935,0.6370752066557185,1.0,0.407174125713523,0.095926841942669,0.0955899966529381,0.3105129554465646,0.3076372239359621,0.8794479885017927,0.8224499079379819,0.4994961542192053,0.4641325043346448,0.632022223232758,0.8595088383815352,0.0983777225227752,0.1201704844585639,0.2093918113773683,1.0,0.5144391280953938,0.0139813630821724,0.0130320246346699,0.056428464462408,0.0473921623258212,0.7305075004938973,0.5208692049293753,0.4896637295501376,0.485571577800443,0.5096601865562929,0.0,0.0,0.0,0.0691796649335644,0.0557481224725592,0.0826112073945696,0.1051415366839976,0.0879549393414211,0.1223281340265742
64,SCALEX-louvain,Embedding,6924.0,0.8734137445137301,0.900982076899497,0.6161034271703094,0.9333700537673082,0.9357424071157112,1.0,0.3141104289401259,0.579652838768773,0.5579813312437036,0.6930777746122692,0.669708981055398,0.9712622507046228,0.9685363539318136,0.5805842740337611,0.5099823085095992,0.8893449709605955,0.9429674196819536,0.5357498853234721,0.8837222734120186,0.9458303030887004,1.0,0.4239004707038564,0.4737154598604076,0.5294908865880561,0.5961563280987325,0.6143744393222585,0.951023454119605,0.9446851405940976,0.5120452600996832,0.5265598175837911,0.1355417141826368,0.0030329289428076,0.0034662045060658,0.0025996533795493,0.5761120739456961,0.6155401502021952,0.536683997689197,0.7564269208549972,0.7780184864240324,0.7348353552859619
65,SeuratV3_CCA-louvain,Embedding,6924.0,0.910936538882018,0.8864178689492513,0.826044708660077,0.952005726846015,0.963637486354544,1.0,0.1748842335227494,0.4059898783448238,0.3786279669448231,0.6530552314243946,0.6144595582524791,0.97200731423391,0.9727892561251242,0.6092809600678762,0.5419183893890254,0.7509053645865803,0.8510257217702273,0.2635461438699822,0.8648762862031173,0.9017002928139144,1.0,0.3377807019042912,0.3886407480794018,0.3381045450509254,0.6640683292026733,0.6287694719741221,0.9797640766183716,0.9854772845297604,0.3342692843902644,0.5292189118097576,0.0817725234042226,0.0041883304448295,0.0046216060080878,0.0037550548815713,0.6852975158867707,0.6494800693240901,0.7211149624494512,0.8250288850375505,0.7824956672443674,0.8675621028307337
66,SeuratV4_RPCA-louvain,Embedding,6924.0,0.9177060322448704,0.8845444899661382,0.7692122713250398,0.9603721453916904,0.9840222768806952,1.0,0.183043454054823,0.4855757248684857,0.4367251301114368,0.6664380178907097,0.6257600132548325,0.9686085276506174,0.9765713262087216,0.5938097854545213,0.5308506376902843,0.7592506044833844,0.8605703926637062,0.2754557768783905,0.8171666394374069,0.8957788068814629,1.0,0.3205935199903165,0.3085150138000709,0.2859591964789036,0.5931120972614046,0.5732302066518259,0.9720534116611208,0.980789216044344,0.4284279459203139,0.4649459713607441,0.1089543908427589,0.0054159445407279,0.0070768341998844,0.0037550548815713,0.6314269208549972,0.6441363373772386,0.6187175043327556,0.7903668399768919,0.7690641247833622,0.8116695551704217
67,SIMBA-louvain,Embedding,6924.0,0.9325081838263776,0.9159844260771898,0.697634955020078,0.9691454937788624,0.972129637916923,1.0,0.2431390573030152,0.6305975429551665,0.5755525282767753,0.7397349608379592,0.6984631299170007,0.9815243378713904,0.9843153494622708,0.5715014537468219,0.5102325084500275,0.9100530834454724,0.9402502548511,0.6623514710705101,0.935725715679382,0.9551731315607208,1.0,0.3581226782710259,0.520302621893977,0.5880688479535808,0.6639202890691047,0.6766449580813385,0.9635790062066192,0.9708066244120984,0.5278427218123838,0.562398806256516,0.1044340743655387,0.0033217793183131,0.0025996533795493,0.0040439052570768,0.5926487579433853,0.5774119006354709,0.6078856152512998,0.761842865395725,0.7697862507221259,0.7538994800693241
68,unionCom-louvain,Embedding,6924.0,0.767359445564582,0.836591281278999,0.3777246193965667,0.8928982078258438,0.926552768318784,1.0,0.3043460730361031,0.3953483096322556,0.3376549919111719,0.6766760580538614,0.6315118761859112,0.9822067079906096,0.9892769050229652,0.3664243569867795,0.5106669423983111,0.8013672559748131,0.8513388857514075,0.3909959167742771,0.8716184565687637,0.9551879856827804,1.0,0.3226109791381688,0.4144100772806511,0.4142629648074798,0.6347741170105384,0.63887951409502,0.9646366428651012,0.9779830717357478,0.276024237866458,0.569566501706531,0.0449155450561531,0.005054881571346,0.005632582322357,0.004477180820335,0.6563402657423454,0.6796649335644136,0.6330155979202773,0.812680531484691,0.8212016175621029,0.804159445407279
69,uniPort-louvain,Embedding,6924.0,0.8980689549897181,0.9358847068990074,0.5612488266682749,0.8748672470117451,0.91936189211248,1.0,0.4203664711977067,0.5203429897695566,0.5190922442556647,0.6506918918258607,0.643227215117985,0.96687308520076,0.9684644631366466,0.505676978384988,0.4826613277584329,0.8990558686322382,0.9152572475630948,0.7869099880402977,0.9673568219886968,0.9644755580285448,1.0,0.2875789100911581,0.6069337941957483,0.5519216192314148,0.7362173224240242,0.6888602032540792,0.9776289416390592,0.981012303497122,0.5754166654076627,0.5078010252070868,0.0796742698893758,0.0079433853264009,0.0077989601386481,0.0080878105141536,0.6884748700173311,0.67157712305026,0.7053726169844021,0.81946851530907,0.8061813980358175,0.8327556325823223
