,method,Batch_ASW_batch-RNA,graph_connectivity_batch-RNA,graph_connectivity_label-RNA,graph_connectivity_cluster-RNA,graph_iLISI-RNA,ARI-RNA,AMI-RNA,graph_cLISI-RNA,isolated_labels_ASW-RNA,Batch_ASW_batch-ATAC,graph_connectivity_batch-ATAC,graph_connectivity_label-ATAC,graph_connectivity_cluster-ATAC,graph_iLISI-ATAC,ARI-ATAC,AMI-ATAC,graph_cLISI-ATAC,isolated_labels_ASW-ATAC,FOSCTTM,nearest_cell_barcode,nearest_cell_barcode-RNA,nearest_cell_barcode-ATAC,nearest_cell_celltype,nearest_cell_celltype-RNA,nearest_cell_celltype-ATAC,Output,nCell
31,GLUE,0.9788257943550286,0.9991123611242092,0.6795303909846891,1.0,0.8920202299008881,0.0002691263092129,-0.0004413115566032,0.5125442166377447,0.4929758390036455,0.9702770642401164,0.9979012353655944,0.666170892343231,1.0,0.8869698478365622,0.0001466124126798,-0.0008118734111409,0.5152600092867313,0.4891754009585392,0.1402209882196646,0.0083473365606535,0.0083293597004687,0.0083653134208384,0.2356906542539998,0.2396660463507535,0.2317152621572462,Embedding,10587.0
32,pamona,0.8857828688567653,0.7864218131710622,0.2521581590344845,1.0,0.9155137740595723,-0.000715633325486,-0.0005705417617478,0.4961351007823896,0.4830916161160471,0.788992131627317,0.232575167147611,0.0777665888876386,1.0,0.9247958592026682,-8.770021972240805e-05,-3.83335070194885e-05,0.4887110125985061,0.479367898216005,0.5055479961942044,0.0004956654188414,0.0004183847462638,0.0005729460914189,0.2359624901365355,0.237944470586863,0.2339805096862079,Embedding,10587.0
33,SeuratV3_CCA,0.9697809881906212,0.9967572715700852,0.619401976553453,1.0,0.8983865039840588,-0.0001479962194038,-0.0009488691075743,0.5103642463309916,0.4869145725358437,0.9749254057624192,0.9986890690595284,0.6684571963322365,1.0,0.8953358685152271,-0.0004183430050993,-0.0005042139516247,0.5108981117740053,0.4913004919799864,0.3314636728722952,0.0015222568398906,0.0015257190175234,0.0015187946622578,0.2200894650748457,0.2358923956282768,0.2042865345214146,Embedding,10587.0
34,SeuratV4_RPCA,0.9708967402989298,0.9956701738869894,0.6252711019711791,1.0,0.8966704943027154,-0.0003502706075656,-0.0005967751187334,0.502839067661296,0.4869606562630909,0.9696784425394444,0.9926057746328438,0.6193968484862937,1.0,0.8944052249198929,-0.0007703917298038,-0.0008399281446582,0.5048101747233481,0.4906188725288964,0.3113406511300876,0.002622264927655,0.0041358934884462,0.0011086363668639,0.2146257070981214,0.2333200839630019,0.1959313302332408,Embedding,10587.0
35,uniPort,0.9761619482468472,0.9987921989535824,0.6785950412068642,1.0,0.8877775905588021,-0.0007322185796323,0.0006022714928239,0.5226653864696592,0.4893628856210751,0.9687022491501748,0.9981928732456046,0.6658733589619239,1.0,0.8919744961493482,-0.0006457731746674,-0.0002249084233941,0.5022611860060435,0.4939615478729711,0.3028923567310045,0.0027881008323196,0.0023407288101527,0.0032354728544864,0.2305332991403265,0.225650428750423,0.2354161695302299,Embedding,10587.0
36,MaxFuse-louvain,,,,,,7.444438354221873e-05,-0.0002933764260694,0.4885097139060872,0.5104290701835568,,,,,,0.0001584752851197,-0.0002829198471599,0.4848125910344111,0.4920647950943225,0.3298092532255711,0.0012751487673561,0.0012279210352318,0.0013223764994804,0.2211674695381127,0.2178143005572872,0.2245206385189383,Embedding,10587.0
37,MaxFuse-louvain,,,,,,0.0002484633109117,-0.0001728306946983,0.4875084231186066,0.5089613699627593,,,,,,9.222228216605498e-05,-9.015294170063356e-05,0.4811103299578576,0.4884550352870235,0.335188981277164,0.0011806933031075,0.0014168319637291,0.000944554642486,0.2159724190044394,0.2219703409842259,0.2099744970246528,Embedding,10587.0
38,MaxFuse-louvain,,,,,,0.0004005828907399,-0.0001743594458111,0.4922037655776924,0.5088589558458931,,,,,,0.0004588366029633,0.0002824135063535,0.4759789392873426,0.4917256402493539,0.3447874256446487,0.0008500991782374,0.0005667327854916,0.0011334655709832,0.2130915273448569,0.2106356852743931,0.2155473694153206,Embedding,10587.0
39,LIGER_INMF,0.8933227441137583,0.9955342018773524,0.662906893284686,1.0,0.892559508266874,-0.0002622670291009,0.0006775115878424,0.5104599465229166,0.4793690956426927,0.9361732175086872,0.998789505298931,0.679376681711485,1.0,0.8891260764730127,-3.524502323935012e-05,0.000335926449312,0.5147844703869615,0.4483205234653704,0.4599036882441489,0.001079624938232,0.0011400087916389,0.0010192410848251,0.2264391584463626,0.2183756980544935,0.2345026188382317,Embedding,10587.0
40,LIGER_OINMF,0.9299255015857092,0.9969327677265932,0.6383787484456607,1.0,0.902437275200304,-0.0005356409692137,-9.764054582167416e-05,0.5072270342599742,0.4717828028040148,0.9489397863580146,0.9974259102686072,0.6771335656409507,1.0,0.8892035415462249,0.0002748749589827,9.256865159518826e-05,0.5117560342212364,0.4549637455438069,0.4775661801239189,0.0008516428199459,0.0005729460914189,0.0011303395484728,0.2230964952507845,0.2166474643674901,0.2295455261340789,Embedding,10587.0
41,LIGER_UINMF,0.8969713814087414,0.9980533998543316,0.6867620906943473,1.0,0.8965008803743045,-0.0005001714837621,0.0003300231303252,0.5095842254514825,0.4654292395181737,0.9149819924220396,0.9987717454256364,0.644796798459162,1.0,0.8931374394052987,-0.0003211653375652,-0.0010539150350375,0.5075162613899541,0.4597725486767081,0.4681858982448678,0.0006558460114042,0.0006653534174031,0.0006463386054052,0.228585280405547,0.2351470129352086,0.2220235478758854,Embedding,10587.0
42,LIGER_INMF,0.8933227441137583,0.9955342018773524,0.662906893284686,1.0,0.892559508266874,-0.0002622670291009,0.0006775115878424,0.5104599465229166,0.4793690956426927,0.9361732175086872,0.998789505298931,0.679376681711485,1.0,0.8891260764730127,-3.524502323935012e-05,0.000335926449312,0.5147844703869615,0.4483205234653704,0.4599036882441489,0.001079624938232,0.0011400087916389,0.0010192410848251,0.2264391584463626,0.2183756980544935,0.2345026188382317,Embedding,10587.0
43,LIGER_OINMF,0.9299255015857092,0.9969327677265932,0.6383787484456607,1.0,0.902437275200304,-0.0005356409692137,-9.764054582167416e-05,0.5072270342599742,0.4717828028040148,0.9489397863580146,0.9974259102686072,0.6771335656409507,1.0,0.8892035415462249,0.0002748749589827,9.256865159518826e-05,0.5117560342212364,0.4549637455438069,0.4775661801239189,0.0008516428199459,0.0005729460914189,0.0011303395484728,0.2230964952507845,0.2166474643674901,0.2295455261340789,Embedding,10587.0
44,LIGER_UINMF,0.8969713814087414,0.9980533998543316,0.6867620906943473,1.0,0.8965008803743045,-0.0005001714837621,0.0003300231303252,0.5095842254514825,0.4654292395181737,0.9149819924220396,0.9987717454256364,0.644796798459162,1.0,0.8931374394052987,-0.0003211653375652,-0.0010539150350375,0.5075162613899541,0.4597725486767081,0.4681858982448678,0.0006558460114042,0.0006653534174031,0.0006463386054052,0.228585280405547,0.2351470129352086,0.2220235478758854,Embedding,10587.0
45,LIGER_INMF,0.8933227441137583,0.9955342018773524,0.662906893284686,1.0,0.892559508266874,-0.0002622670291009,0.0006775115878424,0.5104599465229166,0.4793690956426927,0.9361732175086872,0.998789505298931,0.679376681711485,1.0,0.8891260764730127,-3.524502323935012e-05,0.000335926449312,0.5147844703869615,0.4483205234653704,0.4599036882441489,0.001079624938232,0.0011400087916389,0.0010192410848251,0.2264391584463626,0.2183756980544935,0.2345026188382317,Embedding,10587.0
46,LIGER_OINMF,0.9299255015857092,0.9969327677265932,0.6383787484456607,1.0,0.902437275200304,-0.0005356409692137,-9.764054582167416e-05,0.5072270342599742,0.4717828028040148,0.9489397863580146,0.9974259102686072,0.6771335656409507,1.0,0.8892035415462249,0.0002748749589827,9.256865159518826e-05,0.5117560342212364,0.4549637455438069,0.4775661801239189,0.0008516428199459,0.0005729460914189,0.0011303395484728,0.2230964952507845,0.2166474643674901,0.2295455261340789,Embedding,10587.0
47,LIGER_UINMF,0.8969713814087414,0.9980533998543316,0.6867620906943473,1.0,0.8965008803743045,-0.0005001714837621,0.0003300231303252,0.5095842254514825,0.4654292395181737,0.9149819924220396,0.9987717454256364,0.644796798459162,1.0,0.8931374394052987,-0.0003211653375652,-0.0010539150350375,0.5075162613899541,0.4597725486767081,0.4681858982448678,0.0006558460114042,0.0006653534174031,0.0006463386054052,0.228585280405547,0.2351470129352086,0.2220235478758854,Embedding,10587.0
48,LIGER_INMF,0.8933227441137583,0.9955342018773524,0.662906893284686,1.0,0.892559508266874,-0.0002622670291009,0.0006775115878424,0.5104599465229166,0.4793690956426927,0.9361732175086872,0.998789505298931,0.679376681711485,1.0,0.8891260764730127,-3.524502323935012e-05,0.000335926449312,0.5147844703869615,0.4483205234653704,0.4599036882441489,0.001079624938232,0.0011400087916389,0.0010192410848251,0.2264391584463626,0.2183756980544935,0.2345026188382317,Embedding,10587.0
49,LIGER_OINMF,0.9299255015857092,0.9969327677265932,0.6383787484456607,1.0,0.902437275200304,-0.0005356409692137,-9.764054582167416e-05,0.5072270342599742,0.4717828028040148,0.9489397863580146,0.9974259102686072,0.6771335656409507,1.0,0.8892035415462249,0.0002748749589827,9.256865159518826e-05,0.5117560342212364,0.4549637455438069,0.4775661801239189,0.0008516428199459,0.0005729460914189,0.0011303395484728,0.2230964952507845,0.2166474643674901,0.2295455261340789,Embedding,10587.0
50,LIGER_UINMF,0.8969713814087414,0.9980533998543316,0.6867620906943473,1.0,0.8965008803743045,-0.0005001714837621,0.0003300231303252,0.5095842254514825,0.4654292395181737,0.9149819924220396,0.9987717454256364,0.644796798459162,1.0,0.8931374394052987,-0.0003211653375652,-0.0010539150350375,0.5075162613899541,0.4597725486767081,0.4681858982448678,0.0006558460114042,0.0006653534174031,0.0006463386054052,0.228585280405547,0.2351470129352086,0.2220235478758854,Embedding,10587.0
51,bindSC,0.950958613887022,0.9969847676025344,0.4731926163728224,1.0,0.8947247608113387,0.0001157645630275,0.0008684877171169,0.5114928263295834,0.4890475722696141,0.9439878989193506,0.9952741500092908,0.4851127366824899,1.0,0.89476337136805,0.0002101849803321,-0.0006909511529775,0.5080690973980365,0.4802646766517657,0.349805765951615,0.001128474881634,0.0013907007719488,0.0008662489913192,0.2318007398196204,0.2381113732760993,0.2254901063631415,Embedding,10587.0
52,bindSC,0.950958613887022,0.9969847676025344,0.4731926163728224,1.0,0.8947247608113387,0.0001157645630275,0.0008684877171169,0.5114928263295834,0.4890475722696141,0.9439878989193506,0.9952741500092908,0.4851127366824899,1.0,0.89476337136805,0.0002101849803321,-0.0006909511529775,0.5080690973980365,0.4802646766517657,0.349805765951615,0.001128474881634,0.0013907007719488,0.0008662489913192,0.2318007398196204,0.2381113732760993,0.2254901063631415,Embedding,10587.0
53,bindSC,0.950958613887022,0.9969847676025344,0.4731926163728224,1.0,0.8947247608113387,0.0001157645630275,0.0008684877171169,0.5114928263295834,0.4890475722696141,0.9439878989193506,0.9952741500092908,0.4851127366824899,1.0,0.89476337136805,0.0002101849803321,-0.0006909511529775,0.5080690973980365,0.4802646766517657,0.349805765951615,0.001128474881634,0.0013907007719488,0.0008662489913192,0.2318007398196204,0.2381113732760993,0.2254901063631415,Embedding,10587.0
54,bindSC,0.950958613887022,0.9969847676025344,0.4731926163728224,1.0,0.8947247608113387,0.0001157645630275,0.0008684877171169,0.5114928263295834,0.4890475722696141,0.9439878989193506,0.9952741500092908,0.4851127366824899,1.0,0.89476337136805,0.0002101849803321,-0.0006909511529775,0.5080690973980365,0.4802646766517657,0.349805765951615,0.001128474881634,0.0013907007719488,0.0008662489913192,0.2318007398196204,0.2381113732760993,0.2254901063631415,Embedding,10587.0
55,MultiMAP,0.9220792621202952,0.9328175021730576,0.2185636235322286,1.0,0.9026254825910268,-0.0004861547431399,0.0012478669521781,0.5034648336431398,0.4621124795707433,0.9156544834334638,0.9075964308778988,0.1966276857913776,1.0,0.9026847288861872,0.0003094776963468,0.0001036930987276,0.5057176536318421,0.466213858997728,0.3597244751872123,0.0012618926041611,0.0018404579429878,0.0006833272653344,0.2284804966279008,0.2346776598067859,0.2222833334490157,Embedding,10587.0
56,MultiMAP,0.9220792621202952,0.9328175021730576,0.2185636235322286,1.0,0.9026254825910268,-0.0004861547431399,0.0012478669521781,0.5034648336431398,0.4621124795707433,0.9156544834334638,0.9075964308778988,0.1966276857913776,1.0,0.9026847288861872,0.0003094776963468,0.0001036930987276,0.5057176536318421,0.466213858997728,0.3597244751872123,0.0012618926041611,0.0018404579429878,0.0006833272653344,0.2284804966279008,0.2346776598067859,0.2222833334490157,Embedding,10587.0
57,MultiMAP,0.9220792621202952,0.9328175021730576,0.2185636235322286,1.0,0.9026254825910268,-0.0004861547431399,0.0012478669521781,0.5034648336431398,0.4621124795707433,0.9156544834334638,0.9075964308778988,0.1966276857913776,1.0,0.9026847288861872,0.0003094776963468,0.0001036930987276,0.5057176536318421,0.466213858997728,0.3597244751872123,0.0012618926041611,0.0018404579429878,0.0006833272653344,0.2284804966279008,0.2346776598067859,0.2222833334490157,Embedding,10587.0
58,SCALEX-louvain,,,,,,-5.0303918997326144e-05,-0.0002127339602627,0.4856185371660501,0.5007551487435998,,,,,,-0.0002058258620391,-0.0002240269430047,0.482738454377859,0.4952798470135576,0.3541369642060183,0.0002833663927458,0.0002833663927458,0.0002833663927458,0.2148861811655804,0.2159251912723151,0.2138471710588457,Embedding,10587.0
59,SCALEX-louvain,,,,,,-5.0303918997326144e-05,-0.0002127339602627,0.4856185371660501,0.5007551487435998,,,,,,-0.0002058258620391,-0.0002240269430047,0.482738454377859,0.4952798470135576,0.3541369642060183,0.0002833663927458,0.0002833663927458,0.0002833663927458,0.2148861811655804,0.2159251912723151,0.2138471710588457,Embedding,10587.0
60,SCALEX-louvain,,,,,,-5.0303918997326144e-05,-0.0002127339602627,0.4856185371660501,0.5007551487435998,,,,,,-0.0002058258620391,-0.0002240269430047,0.482738454377859,0.4952798470135576,0.3541369642060183,0.0002833663927458,0.0002833663927458,0.0002833663927458,0.2148861811655804,0.2159251912723151,0.2138471710588457,Embedding,10587.0
61,SIMBA-louvain,,,,,,0.0001822083707377,8.288241054864483e-05,0.4860992369971555,0.4951669473470954,,,,,,0.0006878903409177,-9.55608229348282e-05,0.4862276964677221,0.4872627329311059,0.1757619061728291,0.0011334655709832,0.0007556437139888,0.0015112874279777,0.2206007367526211,0.2214036081987343,0.219797865306508,Embedding,10587.0
62,SIMBA-louvain,,,,,,-0.0005084905243358,2.76470466679679e-05,0.4918064598558596,0.4954385232198127,,,,,,0.0002088579007029,-0.0002134931216514,0.4891853172212627,0.4870512826680565,0.1805785504693335,0.0009917823746103,0.000944554642486,0.0010390101067346,0.2184282610749031,0.2129970718806083,0.223859450269198,Embedding,10587.0
63,SIMBA-louvain,,,,,,-0.0001508300201216,0.0004191628782784,0.4842400679331065,0.4963391875562007,,,,,,0.000565262747581,-7.374320536535694e-05,0.4921063500067206,0.4841117457616062,0.1794004757247181,0.0014640596958534,0.000944554642486,0.0019835647492207,0.2190422215925191,0.2138471710588457,0.2242372721261925,Embedding,10587.0
64,pamona,0.8857828688567653,0.7864218131710622,0.2521581590344845,1.0,0.9155137740595723,-0.000715633325486,-0.0005705417617478,0.4961351007823896,0.4830916161160471,0.788992131627317,0.232575167147611,0.0777665888876386,1.0,0.9247958592026682,-8.770021972240805e-05,-3.83335070194885e-05,0.4887110125985061,0.479367898216005,0.5055479961942044,0.0004956654188414,0.0004183847462638,0.0005729460914189,0.2359624901365355,0.237944470586863,0.2339805096862079,Embedding,10587.0
